Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Calculated Eta","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude,"Current Port Unlocode"
Indonesia,KELUD,"BATU AMPAR","2022-10-27 05:00:00",BATAM,,JAKARTA,9139684,Passenger,"2022-11-25 12:52:02",-6.105015,106.8824,IDJKT
Indonesia,"EKAPUTRA 1",JAKARTA,"2022-11-23 23:00:00","ID JKT",,JAKARTA,8706155,Tanker,"2022-11-25 12:52:35",-5.975362,106.7988,IDJKT
Indonesia,"COMMODORE ONE",JAKARTA,"2022-11-23 02:36:00",TG.PRIOK,,JAKARTA,9260017,Tanker,"2022-11-25 12:43:56",-6.101518,106.9061,IDJKT
Indonesia,"SERASI III",JAKARTA,"2022-11-20 10:00:00","TG PRIOK JKT",,JAKARTA,8716162,Cargo,"2022-11-25 12:54:16",-6.098467,106.9135,IDJKT
Indonesia,"KALIMANTAN LEADER",JAKARTA,"2022-11-25 17:00:00","ID JKT","2022-11-25 12:30:00","JAKARTA ANCH",9078567,Cargo,"2022-11-25 12:51:27",-6.023925,106.9087,
Indonesia,"LNG AQUARIUS",JAKARTA,"2021-04-07 04:00:00","ID TPP",,"JAKARTA ANCH",7390181,Tanker,"2021-12-18 23:24:45",-5.948823,106.7709,
Indonesia,"KRI DEWARUCI",PALEMBANG,,"No data (CLASS B transponder)",,JAKARTA,0,"Sailing Vessel","2022-11-24 02:25:00",-6.097475,106.8911,IDJKT
Indonesia,"MERATUS AMPANA",JAKARTA,"2022-11-24 13:00:00",ID-JAKARTA,,JAKARTA,9262950,Cargo,"2022-11-25 12:54:00",-6.104856,106.888,IDJKT
Indonesia,"MERATUS AMURANG",JAKARTA,"2022-11-22 13:00:00","ID JKT",,"JAKARTA ANCH",9262962,Cargo,"2022-11-25 12:54:12",-6.02998,106.9063,
Indonesia,"CTP FORTUNE",JAKARTA,"2022-11-25 02:00:00","JAKARTA P/S",,JAKARTA,9181730,Cargo,"2022-11-25 00:06:49",-6.104033,106.8922,IDJKT
Indonesia,"JOHAN FORTUNE",JAKARTA,,"No data (CLASS B transponder)",,"JAKARTA ANCH",9285457,Cargo,"2022-11-25 09:14:40",-6.052865,106.8934,
Indonesia,"CC SEJATI",JAKARTA,"2022-11-23 14:00:00",TG.PRIOK,,JAKARTA,9170937,Cargo,"2022-11-25 12:52:30",-6.10231,106.8777,IDJKT
Indonesia,"ORIENTAL GALAXY",JAKARTA,"2022-11-25 01:00:00",IDJKT,,JAKARTA,9120920,Cargo,"2022-11-25 12:52:41",-6.101338,106.8827,IDJKT
Indonesia,"WEDA PIONEER",JAKARTA,"2022-11-25 01:00:00",TG.PRIOK,,"JAKARTA ANCH",9417476,Tanker,"2022-11-25 12:51:37",-6.043108,106.8965,
Indonesia,"NAVIGATOR GLOBAL",JAKARTA,"2022-11-21 14:00:00",ID-TGP,,JAKARTA,9536375,Tanker,"2022-11-25 12:54:04",-6.098935,106.9061,IDJKT
Indonesia,RANIA,,"2022-11-25 07:30:00","TG.P R I O K",,JAKARTA,8001490,Cargo,"2022-11-25 12:50:17",-6.098452,106.9119,IDJKT
Indonesia,CEPAT,JAKARTA,"2022-11-20 12:00:00","TG PRIOK",,"JAKARTA ANCH",9047207,Cargo,"2022-11-25 12:53:19",-6.034687,106.8914,
Indonesia,"GAS CAMELLIA",JAKARTA,"2022-10-10 15:00:00",TG.PRIOK,,"JAKARTA ANCH",9244403,Tanker,"2022-11-25 12:48:32",-6.049193,106.8967,
Indonesia,"KANAL MAS",JAKARTA,"2022-11-25 02:00:00",JAKARTA,,JAKARTA,9671890,Cargo,"2022-11-25 12:48:17",-6.097533,106.8882,IDJKT
Indonesia,"TANTO PRATAMA",JAKARTA,"2022-11-20 23:00:00",ID.JAKARTA,,JAKARTA,9118408,Cargo,"2022-11-25 12:52:09",-6.102598,106.8838,IDJKT
Indonesia,TANGKAS,"TANJUNG PELEPAS","2022-11-22 06:00:00",KHH-TPP,"2022-12-02 01:47:00","JAKARTA ANCH",9072252,Cargo,"2022-11-25 12:53:10",-6.033767,106.8983,
Indonesia,"KRI SPICA 934",SEMARANG,"2023-01-01 00:00:00",,,JAKARTA,0,"Special Craft","2022-11-25 12:53:33",-6.09302,106.8782,IDJKT
Indonesia,"TANTO TANGGUH",JAKARTA,"2022-11-19 01:00:00",ID.TPP,,"JAKARTA ANCH",9169665,Cargo,"2022-11-25 12:53:21",-6.044965,106.8714,
Indonesia,"BARUNA JAYA VIII",AMBON,"2022-08-15 14:30:00",,,JAKARTA,9155171,Fishing,"2022-11-25 12:52:24",-6.095802,106.8006,IDJKT
Indonesia,"ICON DANIEL",JAKARTA,"2022-11-25 12:00:00",JAKARTA,"2022-11-25 05:54:00","JAKARTA ANCH",9843194,Cargo,"2022-11-25 12:54:14",-6.037923,106.8686,
Indonesia,"MULYA SENTOSA II",JAKARTA,"2022-11-25 15:30:00","ID.TG PRIOK",,JAKARTA,9291054,Cargo,"2022-11-25 12:54:13",-6.100665,106.8774,IDJKT
Indonesia,"GAS WIDURI",JAKARTA,"2022-11-24 19:30:00",TG.PRIOK,"2022-11-24 12:51:00","JAKARTA ANCH",9590668,Tanker,"2022-11-25 12:52:56",-6.014455,106.8964,
Indonesia,"BARUNA JAYA 1",JAKARTA,"2022-05-14 23:00:00",JAKARTA,,JAKARTA,8420036,"Special Craft","2022-11-23 08:57:07",-6.095805,106.8005,IDJKT
Indonesia,"TELAGA MAS",JAKARTA,"2022-11-22 23:59:00",JAKARTA,,JAKARTA,9672375,Cargo,"2022-11-24 04:28:29",-6.0942,106.8805,IDJKT
Indonesia,SALVIA,JAKARTA,"2022-11-25 06:00:00","TANJUNG PANDAN",,JAKARTA,8614261,Passenger,"2022-11-25 12:51:26",-6.106278,106.8829,IDJKT
Indonesia,"WARIH MAS",JAKARTA,"2022-11-11 00:30:00","TG PRIOK",,JAKARTA,9672351,Cargo,"2022-11-18 05:34:01",-6.094208,106.8805,IDJKT
Indonesia,"NUSANTARA REGAS SATU",,"1900-01-01 00:00:00","FIXED NOORED",,JAKARTA,7382744,Tanker,"2022-11-25 12:51:35",-5.975192,106.7993,IDJKT
Indonesia,"MERATUS KAMPAR",JAKARTA,"2022-11-28 06:00:00",IDJKT,,JAKARTA,9741205,Cargo,"2022-11-25 12:53:48",-6.073508,106.8825,IDJKT
Indonesia,"PRATIWI SATU",JAKARTA,"2022-11-25 18:00:00","ID JAKARTA","2022-11-25 10:06:00","JAKARTA ANCH",9399650,Cargo,"2022-11-25 12:53:23",-6.047063,106.8992,
Indonesia,"TANTO MITRA",JAKARTA,"2022-11-25 04:00:00","TG PRIOK","2022-11-24 19:36:00","JAKARTA ANCH",9810094,Cargo,"2022-11-25 12:54:16",-6.049333,106.8739,
Indonesia,"ALEXINDO 1","BATU AMPAR","2022-11-10 20:00:00",BATAM,,JAKARTA,9193965,Cargo,"2022-11-25 12:53:17",-6.077715,106.807,IDJKT
Indonesia,"TANTO CAHAYA",JAKARTA,"2022-11-25 19:00:00","TG. PRIOK JAKARTA","2022-11-25 12:07:00","JAKARTA ANCH",8807569,Cargo,"2022-11-25 12:52:20",-6.025935,106.8953,
Indonesia,"PALUH TABUAN/PERTAMINA 1019",JAKARTA,"2022-12-08 06:00:00",TG.PRIOK-JKT,,"JAKARTA ANCH",7900168,Tanker,"2022-11-24 06:53:48",-6.00674,106.9296,
Indonesia,"BALI SANUR",JAKARTA,"2022-11-24 22:30:00","ID JKT",,JAKARTA,9465473,Cargo,"2022-11-25 12:52:10",-6.102705,106.8825,IDJKT
Indonesia,"HASIL LAUT XII",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-25 12:53:59",-6.097507,106.8021,IDJKT
Indonesia,"TANTO KHARISMA",JAKARTA,"2022-11-23 10:00:00",JAKARTA,,JAKARTA,9915387,Cargo,"2022-11-25 12:54:03",-6.103768,106.8745,IDJKT
Indonesia,"LAYAR ARTHAWIBAWA",JAKARTA,"2022-09-22 22:00:00",JAKARTA,,"JAKARTA ANCH",9164885,Tanker,"2022-11-17 03:37:09",-6.037152,106.9006,
Indonesia,"KM SMR",,"2023-01-01 12:00:00",A,,"JAKARTA ANCH",4735598,Passenger,"2022-11-25 12:51:23",-5.954912,106.9185,
Indonesia,"TANTO KASIH",JAKARTA,"2022-11-24 13:30:00",JAKARTA,"2022-11-25 08:16:00","JAKARTA ANCH",9852391,Cargo,"2022-11-25 12:52:54",-6.06344,106.8748,
Indonesia,"JML ABADI",JAKARTA,"2022-11-24 06:00:00","TG.PRIOK JAKARTA",,"JAKARTA ANCH",9200196,Cargo,"2022-11-25 12:54:04",-6.064895,106.8946,
Indonesia,"SMS SAGITA",BAKAUHENI,"2022-11-14 01:00:00","MERAK-BAKAUHENI- PP",,JAKARTA,8705747,Passenger,"2022-11-19 05:17:40",-6.09429,106.8813,IDJKT
Indonesia,"PAN MARINE 8",JAKARTA,"2022-11-17 21:30:00","TG PRIUK",,JAKARTA,9483592,"Special Craft","2022-11-25 12:50:14",-6.112185,106.8672,IDJKT
Indonesia,"KALIMANTAN II",JAKARTA,"2022-11-12 06:48:00","TG PRIOK",,JAKARTA,8201789,"Special Craft","2022-11-12 03:00:13",-6.11492,106.8634,IDJKT
Indonesia,"TANTO MANDIRI",JAKARTA,"2022-11-24 20:00:00",TGPRIOK,"2022-11-25 13:21:00","JAKARTA ANCH",9810109,Cargo,"2022-11-25 12:54:10",-6.043388,106.8682,
Indonesia,"MERATUS WAINGAPU",JAKARTA,"2022-11-24 15:00:00","ID JKT",,JAKARTA,9838888,Cargo,"2022-11-25 12:54:02",-6.09864,106.8827,IDJKT
Indonesia,"SURYA SAMUDRA V",JAKARTA,"2022-11-02 10:00:00",JAKARTA,,JAKARTA,8107610,Cargo,"2022-11-15 07:59:40",-6.103543,106.9086,IDJKT
Indonesia,"LINTAS BRANTAS",JAKARTA,"2022-11-25 16:43:00",JAKARTA,"2022-11-24 23:00:00",JAKARTA,8657548,Cargo,"2022-11-25 12:51:38",-6.100955,106.8926,IDJKT
Indonesia,"IDN WARSHIP 907",,"1900-01-01 00:00:00",,,"JAKARTA ANCH",0,"Special Craft","2022-11-11 06:33:33",-6.05668,106.8934,
Indonesia,"PERMATA PIONEER",JAKARTA,"2022-11-18 10:00:00","ID JKT",,"JAKARTA ANCH",9246944,Tanker,"2022-11-25 12:53:23",-6.039433,106.8927,
Indonesia,"CB MAGELANG",,"2022-05-08 15:25:00","PHE OSES",,JAKARTA,9743784,"Special Craft","2022-11-25 12:51:08",-6.114375,106.8615,IDJKT
Indonesia,"ALKEN PRINCESS",JAKARTA,"2022-11-24 11:00:00",JAKARTA,,JAKARTA,9020613,Cargo,"2022-11-24 03:46:14",-6.120306,106.811,IDJKT
Indonesia,"DIVINE SUCCESS",BATEN,"2021-11-01 12:00:00","BOJONEGARA - BANTEN",,JAKARTA,7222607,Cargo,"2021-11-19 03:17:48",-6.107868,106.9622,IDJKT
Indonesia,"FORTUNE PACIFIC XLIX",JAKARTA,"2022-07-07 12:00:00",TG.PRIOK,,JAKARTA,9432086,Tanker,"2022-09-09 21:06:09",-6.095788,106.8802,IDJKT
Indonesia,"PAN MARINE 19",,"2022-11-25 18:30:00",KALIJAPAT000,,JAKARTA,9709582,"Special Craft","2022-11-25 12:50:44",-6.114326,106.8616,IDJKT
Indonesia,"SEKAR PERMATA",,"1900-01-01 00:00:00",,,JAKARTA,8627696,Cargo,"2022-11-13 00:39:28",-6.112613,106.8124,IDJKT
Indonesia,"KT.BATAVIA II 216","TELUK SEMANGKA",,"No data (CLASS B transponder)",,JAKARTA,9617870,Tug,"2022-11-21 10:05:37",-6.095489,106.9191,IDJKT
Indonesia,"INTAN DAYA 272",SURABAYA,,"No data (CLASS B transponder)",,JAKARTA,9861914,Cargo,"2022-11-25 09:10:23",-6.105048,106.8775,IDJKT
Indonesia,"TB TOL LANDAK VI",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Tug,"2022-11-25 12:54:13",-6.064273,106.8693,
Indonesia,"TB LL HELPRIT",,"2022-11-24 01:00:00",JKRT,,"JAKARTA ANCH",9954670,Tug,"2022-11-25 12:53:33",-6.077392,106.8792,
Indonesia,"JAYAKARTA 3",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,8993710,Tug,"2022-11-25 12:53:31",-6.09868,106.8917,IDJKT
Indonesia,"INTAN DAYA 15",JAKARTA,"2022-11-24 22:00:00","ID JKT",,JAKARTA,9787534,Cargo,"2022-11-25 12:51:51",-6.105397,106.8879,IDJKT
Indonesia,"TRANSKO CELEBES",JAKARTA,"2022-11-25 02:15:00",MARUNDA,,"JAKARTA ANCH",9644914,"Special Craft","2022-11-25 12:50:53",-6.072555,106.9517,
Indonesia,HOMANZAN,JAKARTA,"2022-11-24 17:30:00",MARUNDA,,JAKARTA,9020730,Cargo,"2022-11-25 12:54:16",-6.073133,106.9705,IDJKT
Indonesia,"TB.SDS 36",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,9342308,Tug,"2022-11-25 12:52:47",-6.102068,106.8828,IDJKT
Indonesia,"MEKAR SEJATI",JAKARTA,"2022-11-23 15:00:00","TG PRIUK",,"JAKARTA ANCH",8997857,"Special Craft","2022-11-25 12:42:09",-6.076002,106.89,
Indonesia,"SEACOVE PEARL",JAKARTA,"2022-11-10 00:00:00",JAKARTA,,JAKARTA,9723796,"Special Craft","2022-11-25 12:53:15",-6.105802,106.9586,IDJKT
Indonesia,"FERRINDO 5",JAKARTA,"2022-10-26 07:00:00",TG.PRIOK,,JAKARTA,8702501,Cargo,"2022-10-28 05:42:03",-6.103792,106.9096,IDJKT
Indonesia,"KAIROS II",SUND,"2022-11-24 04:00:00","SUNDA KELAPA",,JAKARTA,9297400,Cargo,"2022-11-25 12:52:25",-6.121797,106.8124,IDJKT
Indonesia,"LOGINDO PROGRESS",,"2022-11-09 23:50:00",TJ-PROK,,"JAKARTA ANCH",9398993,"Special Craft","2022-11-25 12:52:19",-6.078552,106.8737,
Indonesia,"DELTA VICTORY 08",JAKARTA,"2022-11-18 20:15:00",MARUNDA,,JAKARTA,9802918,Tanker,"2022-11-19 23:06:36",-6.07177,106.9695,IDJKT
Indonesia,"NMS BRILLIANCE",JAKARTA,"2022-11-13 20:00:00","JAKARTA TG.PRIOK",,JAKARTA,9739422,"Special Craft","2022-11-25 12:52:19",-6.1034,106.9101,IDJKT
Indonesia,"TRANSINDO III",JAKARTA,"2022-11-17 23:00:00",TG.PRIOK,,"JAKARTA ANCH",9027611,"Special Craft","2022-11-25 12:52:31",-6.073125,106.889,
Indonesia,SIGAP,BANJARMASIN,"2021-11-16 11:00:00",BANJARMASIN,,JAKARTA,9149196,Cargo,"2022-01-30 00:33:52",-6.107841,106.9622,IDJKT
Indonesia,"NUSA DHARMA",MERAK,"2022-12-12 00:00:00","MERAK - BAKAUHENI PP",,JAKARTA,7303308,Cargo,"2022-10-30 23:34:47",-6.096445,106.8804,IDJKT
Indonesia,"CIPTA JAYA HARAPAN 9",JAKARTA,"2022-11-25 07:00:00",JAKARTA,"2022-11-25 00:03:00","JAKARTA ANCH",9599030,"Special Craft","2022-11-25 12:53:11",-6.065688,106.8893,
Indonesia,"GARUDA OFFSHORE",JAKARTA,"2022-10-18 05:00:00",MARUNDA,,JAKARTA,9640695,"Special Craft","2022-11-25 12:51:10",-6.08074,106.9628,IDJKT
Indonesia,"BUANA MAS PERMAI",JAKARTA,"2022-11-17 17:50:00",MARUNDA,,JAKARTA,8810827,Tanker,"2022-11-25 08:47:42",-6.076452,106.971,IDJKT
Indonesia,MUSI,JAKARTA,"2022-11-20 18:00:00",JAKARTA/PRIOK,,JAKARTA,9601699,Tanker,"2022-11-25 12:51:59",-6.103945,106.9059,IDJKT
Indonesia,"KT BIMA 035",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,9302384,Tug,"2022-11-25 12:53:19",-6.106411,106.8832,IDJKT
Indonesia,"JUNEYAO MARU II",MALOY,"2022-08-11 09:00:00",MALOY-MARUNDA,,"JAKARTA ANCH",9673721,Tanker,"2022-11-25 12:54:02",-6.066943,106.9519,
Indonesia,"BAHARI 28",JAKARTA,"2022-11-19 03:00:00",JAKARTA,"2022-11-18 19:23:00",JAKARTA,8810396,Cargo,"2022-11-18 23:47:03",-6.122376,106.8124,IDJKT
Indonesia,LAPETTA,JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,9004645,Tanker,"2022-11-24 15:25:53",-6.089743,106.9382,IDJKT
Indonesia,"TEKUN JAYA",ANCHORAGE,"2022-04-08 07:30:00",ANCHORAGE,,"JAKARTA ANCH",9535319,"Special Craft","2022-11-25 12:51:53",-6.079155,106.8759,
Indonesia,"AGUNG SEJATI",,"2022-12-01 20:22:00",TJ.REDEP,,"JAKARTA ANCH",9089918,"Special Craft","2022-11-25 12:53:57",-6.065825,106.8653,
Indonesia,"SENTOSA 11","PANGKAL BALAM",,"No data (CLASS B transponder)",,JAKARTA,8533417,Cargo,"2022-11-24 11:57:37",-6.120268,106.8111,IDJKT
Indonesia,"FIGAR JAYA II",MERAK,,"No data (CLASS B transponder)",,"JAKARTA ANCH",9058543,Tanker,"2022-11-25 09:15:29",-6.074528,106.8871,
Indonesia,"CB SALATIGA",JAKARTA,"2022-11-30 04:01:00",,"2022-11-25 01:15:00",JAKARTA,9743772,"Special Craft","2022-11-25 12:53:46",-6.114382,106.8615,IDJKT
Indonesia,"BINTANG SAMUDRA 8",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 12:51:31",-6.072295,106.8884,
Indonesia,"STB 36",JAKARTA,"2022-11-20 19:00:00",JAKARTA,,JAKARTA,8631001,Cargo,"2022-11-21 03:28:25",-6.121449,106.8122,IDJKT
Indonesia,"PESUT III",JAKARTA,"2022-10-18 12:00:00","TG PRIOK",,"JAKARTA ANCH",8519629,"Special Craft","2022-11-25 12:52:59",-6.080932,106.8725,
Indonesia,"SAMUDRA PRATAMA",JAKARTA,"2022-11-18 12:00:00",JAKARTA,,"JAKARTA ANCH",7209899,Cargo,"2022-11-18 05:40:57",-6.07143,106.8958,
Indonesia,"PAN MARINE 9",,"2022-11-25 10:35:00",HLNG6,,JAKARTA,9362592,"Special Craft","2022-11-25 12:51:09",-6.096879,106.9569,IDJKT
Indonesia,"KARSA JAYA",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,8879172,Cargo,"2022-11-23 15:02:15",-6.108008,106.8128,IDJKT
Indonesia,"BAHTERA CEMERLANG",JAKARTA,"2022-06-07 16:00:00",JAKARTA,,JAKARTA,9136618,Cargo,"2022-11-25 10:11:15",-6.101158,106.8097,IDJKT
Indonesia,"AHTS PETEKA 5401",,"2022-11-25 22:55:00","PHE ONWJ",,"JAKARTA ANCH",9398034,"Special Craft","2022-11-25 12:52:52",-6.068459,106.9553,
Indonesia,"TRIJAYA XXI",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-05 01:27:41",-6.095173,106.8025,IDJKT
Indonesia,"RAWABI TOPAZ",JAKARTA,"2022-11-21 19:30:00",JAKARTA,,"JAKARTA ANCH",9720615,"Special Craft","2022-11-25 12:48:25",-6.071047,106.8709,
Indonesia,"MEKAR UTAMA",JAKARTA,"2022-08-21 16:00:00","TG PRIOK",,JAKARTA,8742123,"Special Craft","2022-11-25 12:52:37",-6.117095,106.8655,IDJKT
Indonesia,"JAYAKARTA I",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,8993693,Tug,"2022-11-25 12:47:10",-6.097168,106.8891,IDJKT
Indonesia,"BATANG HARI 30",JAKARTA,"2022-11-12 12:00:00","TG PRIOK <JAKARTA",,JAKARTA,9061485,"Special Craft","2022-11-02 06:34:43",-6.112322,106.8622,IDJKT
Indonesia,"ABIMANYU III",JAKARTA,"2022-11-04 17:45:00",TG.PRIOK,,JAKARTA,9872664,Tug,"2022-11-25 12:53:29",-6.10635,106.8835,IDJKT
Indonesia,"AHTS.PETEKA 5402",JAKARTA,"2022-11-11 19:30:00",MARUNDA,,"JAKARTA ANCH",9407641,"Special Craft","2022-11-25 12:51:55",-6.080592,106.934,
Indonesia,"PAN MARINE 12",,"2022-11-25 10:15:00",BRAVO0,,JAKARTA,9656113,"Special Craft","2022-11-25 12:50:24",-6.09715,106.9568,IDJKT
Indonesia,"KASPADU I",JAKARTA,"2022-11-13 20:00:00",JAKARTA,,"JAKARTA ANCH",8771590,Cargo,"2022-11-25 11:56:01",-6.05255,106.8594,
Indonesia,"HI 01",,"2022-12-12 12:12:00","TEST HARBOR",,JAKARTA,9003184,Cargo,"2022-09-19 02:29:31",-6.10784,106.9622,IDJKT
Indonesia,KOYO,PALEMBANG,"2022-11-24 13:00:00",PALEMBANG>>JAKARTA,"2022-11-25 05:44:00",JAKARTA,8922204,Cargo,"2022-11-25 12:49:40",-6.110082,106.8128,IDJKT
Indonesia,"DJO NO.2",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",8704391,Cargo,"2022-11-21 05:30:23",-6.084623,106.8759,
Indonesia,"HARMONI MAS",,,"No data (CLASS B transponder)",,"JAKARTA ANCH",0,Other,"2022-11-25 04:22:06",-6.068018,106.8941,
Indonesia,"INDAHJAYA MAKMUR VII",,,"No data (CLASS B transponder)",,JAKARTA,0,Fishing,"2022-11-08 07:08:14",-6.099297,106.8039,IDJKT
Indonesia,"BAHARI KUSUMA JAYA",JAKARTA,"2022-11-23 23:00:00",JAKARTA,,JAKARTA,9937919,"Special Craft","2022-11-25 12:53:08",-6.111528,106.868,IDJKT
Indonesia,"KANAYA PRIMA 99","JAKARTA ANCH","1900-01-01 00:00:00",,,"JAKARTA ANCH",8749418,Tanker,"2022-11-15 10:06:57",-6.074752,106.896,
Indonesia,"KN DAMARU","MUARA SABAK","2022-05-26 12:00:00","MUARA SABAK",,JAKARTA,0,Other,"2022-11-25 12:53:07",-6.117135,106.8651,IDJKT
Indonesia,"BAHARI 11",JAKARTA,"2022-11-20 21:00:00","ID TG PRIOK",,JAKARTA,8870621,Cargo,"2022-11-25 12:53:33",-6.113433,106.8655,IDJKT
Indonesia,"ARMADA CONTENER 8",,,"No data (CLASS B transponder)",,JAKARTA,9511753,Cargo,"2022-11-25 12:46:09",-6.120353,106.8111,IDJKT
Indonesia,"BESTLINK 88",,,"No data (CLASS B transponder)",,JAKARTA,8917625,"Special Craft","2022-11-20 20:43:18",-6.109058,106.8766,IDJKT
Indonesia,"BARUNA JAYA IV",PULA,"1900-01-01 00:00:00",,,JAKARTA,9065998,Fishing,"2022-06-02 02:58:18",-6.095861,106.8004,IDJKT
Indonesia,OZU,MERAK,,"No data (CLASS B transponder)",,JAKARTA,9036686,Tanker,"2022-08-11 21:38:10",-5.937417,106.9214,IDJKT
Indonesia,"INTAN DAYA",JAKARTA,"2022-11-24 07:00:00","ID MARUNDA",,"JAKARTA ANCH",9595668,Cargo,"2022-11-25 12:53:11",-6.046021,106.9411,
Indonesia,"TELUK BAJAU GLORY",JAKARTA,"2022-11-19 01:36:00","MARUNDA JAKARTA",,JAKARTA,9772670,"Special Craft","2022-11-25 12:52:51",-6.096358,106.9582,IDJKT
Indonesia,"MARTHA FORTUNE",,"2022-07-01 22:00:00",PRIUK,,JAKARTA,7434303,Tug,"2022-11-25 12:53:19",-6.097348,106.9056,IDJKT
Indonesia,"KUSUMA 2",JAKARTA,"1900-01-01 00:00:00","TJ PRIOK",,JAKARTA,8510374,Tanker,"2022-11-25 12:51:41",-6.08528,106.9335,IDJKT
Indonesia,FLAMINGO,,"1900-01-01 00:00:00",,,"JAKARTA ANCH",8665399,Passenger,"2022-11-25 12:52:52",-6.078553,106.8687,
Indonesia,"KENCANA 89",JAKARTA,"2022-11-24 06:00:00",TGPRIOK,,JAKARTA,8916762,Tanker,"2022-11-25 12:52:53",-6.084045,106.9313,IDJKT
Indonesia,"GRAHA ANGKASA II",,,"No data (CLASS B transponder)",,JAKARTA,8922917,Cargo,"2022-11-25 00:57:35",-6.122075,106.8118,IDJKT
Indonesia,"SEJAHTERA 20",,,"No data (CLASS B transponder)",,JAKARTA,8746571,Cargo,"2022-11-22 05:54:29",-6.118873,106.8099,IDJKT
Indonesia,"SEMAR 81","JAKARTA ANCH","2022-09-03 04:00:00",,,"JAKARTA ANCH",9563653,Tug,"2022-11-25 12:52:11",-6.007253,106.7886,
Indonesia,"LCT SUPER 99",JAKARTA,"2022-11-16 14:00:00",TANJUNGPRIOK,,"JAKARTA ANCH",9547738,"Special Craft","2022-11-23 23:43:30",-6.076707,106.8734,
Indonesia,"MADIDIHANG 03",JAKARTA,"2022-06-29 10:00:00",TJ.PRIOK-JAKARTA,,JAKARTA,9550967,Fishing,"2022-11-16 06:23:25",-6.095268,106.8002,IDJKT
Indonesia,"LCT.SINAR DEWA","JAKARTA ANCH","2022-05-07 16:00:00",TG:PRIOK,"2022-11-25 12:24:00",JAKARTA,8562004,Other,"2022-11-25 11:43:19",-6.106562,106.8785,IDJKT
Indonesia,LCT.PERKASA.PRIMA.7,JAKARTA,"2022-11-24 18:00:00","TG PRIOK",,JAKARTA,9417921,"Special Craft","2022-11-25 12:52:53",-6.11086,106.8704,IDJKT
Indonesia,"SILKROAD 06",JAKARTA,"2022-11-23 05:00:00","ID MARUNDA",,JAKARTA,9723772,Tanker,"2022-11-25 12:52:13",-6.07259,106.9698,IDJKT
Indonesia,"BUANA MAS PERSADA",JAKARTA,"2022-11-15 06:00:00",MARUNDA,,"JAKARTA ANCH",3558412,Tanker,"2022-11-24 02:25:53",-6.058543,106.9417,
Indonesia,"PERKASA PRIMA 18",SAMARINDA,"2022-06-20 12:00:00",SAMARINDA,,"JAKARTA ANCH",9612686,"Special Craft","2022-11-25 10:07:13",-6.066695,106.8915,
Indonesia,"LL BARLIAN",JAKARTA,"2022-11-21 16:49:00",MARUNDA,,JAKARTA,9910064,Tug,"2022-11-25 12:51:49",-6.074447,106.971,IDJKT
Indonesia,"GLOBAL ONE",JAKARTA,"2022-11-09 21:30:00","ID JAKARTA",,"JAKARTA ANCH",0,Cargo,"2022-11-25 12:53:15",-6.073205,106.8947,
Indonesia,"BIMA 034",JAKARTA,"1900-01-01 00:00:00",PRIOK,,JAKARTA,9296042,Tug,"2022-11-25 09:12:25",-6.114053,106.863,IDJKT
Indonesia,"KENCANA 6",,,"No data (CLASS B transponder)",,JAKARTA,8839706,Tanker,"2022-11-25 12:53:58",-6.088363,106.9361,IDJKT
Indonesia,"MI NO.1",JAKARTA,"1900-01-01 00:00:00",JAKARTA,,JAKARTA,8608664,Cargo,"2022-11-25 12:54:03",-6.116183,106.8084,IDJKT
Indonesia,"INDAH COSTA",JAKARTA,,"No data (CLASS B transponder)",,JAKARTA,9062611,Cargo,"2022-11-20 22:26:38",-6.096808,106.8125,IDJKT
Indonesia,"QUICKSILVER IX",,"2022-02-07 10:00:00",SUNDAKLP,,JAKARTA,9640190,Passenger,"2022-09-21 08:13:12",-6.119655,106.8128,IDJKT
Indonesia,"TB BATAVIA III",JAKARTA,"1900-01-01 00:00:00",,,JAKARTA,0,Other,"2022-11-25 12:50:39",-6.099135,106.891,IDJKT
Indonesia,"SRIWIJAYA RAYA","BATU AMPAR","2021-03-16 20:00:00",BATAM,,JAKARTA,8630978,Cargo,"2022-11-16 04:34:30",-6.118427,106.8099,IDJKT
Indonesia,"JAYAKARTA 4",PANJANG,,"No data (CLASS B transponder)",,JAKARTA,8993722,Tug,"2022-11-25 12:52:25",-6.097077,106.8886,IDJKT
Indonesia,"KOTA NABIRE",,,"No data (CLASS B transponder)",,JAKARTA,8032750,Cargo,"2022-11-22 02:55:05",-6.12242,106.8124,IDJKT
