Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude
Indonesia,"MERATUS MAKASSAR",JAKARTA,-,"ID JKT",,9106637,Cargo,"2022-09-08 13:50:57",-5.571667,116.9817
Indonesia,"AEROSEA CATALINA","TANJUNG UBAN",-,"ID TG UBAN",,9554913,Tanker,"2022-09-08 13:54:08",1.703835,101.7983
Indonesia,"ALIYAH PERMATA",BUNATI,"2022-09-06 06:09:00",BUNATI,BUNATI,9339789,Cargo,"2022-09-08 13:29:10",-3.8978,115.7092
Indonesia,"ORIENTAL RUBY",BELAWAN,-,"ID BLW",,8902125,Cargo,"2022-09-08 13:04:44",-0.9450316,105.0706
Indonesia,"PEONY LAUT",,"2022-09-09 07:00:00",SANGKULIRANG.ID,,9286853,Cargo,"2022-09-08 13:44:29",0.7986166,119.0257
Indonesia,"TANTO AMAN",BALIKPAPAN,-,BALIKPAPAN,,9085704,Cargo,"2022-09-08 13:52:46",-5.713333,108.07
Indonesia,"RED ROCK",,"2022-09-03 18:30:00","ID BINTUNI",TANGGUH,9197026,Cargo,"2022-09-08 13:52:54",-2.435,133.1133
Indonesia,"CORDELIA W",JAKARTA,"2022-07-19 16:00:00","IND JAKARTA",JAKARTA,9554901,Tanker,"2022-09-08 07:05:02",-6.103772,106.9077
Indonesia,"MP ENDURANCE","BATU AMPAR","2022-08-19 03:00:00",BATAM.ID,"BATU AMPAR",9394002,"Special Craft","2022-08-24 07:02:28",1.005612,103.9627
Indonesia,"GAS PATRICIA",PANJANG,"2022-09-07 19:30:00",PANJANG,,9202821,Tanker,"2022-09-08 13:47:59",-5.493923,105.3114
Indonesia,"LOGISTIK NUSANTARA 4",,"2022-09-08 17:00:00",PATIMBAN,,9474979,Cargo,"2022-09-08 13:09:21",-6.225966,107.9096
Indonesia,CHLOE,CHITTAGONG,-,"CHITTAGONG BGD",,9456173,Cargo,"2022-09-07 20:21:04",7.024048,98.15012
Indonesia,"JOHAN FORTUNE",JAKARTA,,"No data (CLASS B transponder)",JAKARTA,9285457,Cargo,"2022-07-27 08:00:21",-6.09508,106.8804
Indonesia,"TANTO TERANG",JAKARTA,"2022-09-04 09:00:00",JAKARTA,"JAKARTA ANCH",9169653,Cargo,"2022-09-08 13:54:19",-6.055316,106.8717
Indonesia,"HIJAU SEGAR",,"2022-08-28 02:00:00","DOCKYARD DPL",LAMONGAN,9190810,Cargo,"2022-09-08 06:56:59",-6.865948,112.4265
Indonesia,"LGH PROSPER",MORONI,"2022-09-06 08:00:00",MOROSI,KENDARI,9339478,Cargo,"2022-09-08 13:14:06",-3.84555,122.5261
Indonesia,"SINAR MATARAM",PANJANG,"2022-09-06 05:00:00",PANJANG,"PANJANG ANCH",9545390,Tanker,"2022-09-08 13:39:39",-5.513515,105.2988
Indonesia,"IDN WARSHIP 358",,"1900-01-01 00:00:00",ID,JAKARTA,0,"Special Craft","2022-09-08 06:39:03",-6.105772,106.8868
Indonesia,"ARMADA SEGARA","BATU AMPAR","2022-09-08 22:00:00",BATAM,,9000663,Cargo,"2022-09-08 13:53:21",1.210793,104.0357
Indonesia,"SUCCESS CHALLENGER XXXVII","BATU AMPAR","2022-05-25 17:30:00",BATAM,"BATU AMPAR",9147435,Tanker,"2022-09-08 13:49:32",1.099625,103.8886
Indonesia,"ANDHIKA NARESWARI","MUARA PANTAI",-,"MUARA PANTAI",,9123128,Cargo,"2022-09-08 13:53:33",-5.838335,106.3601
Indonesia,ALESSA,,"2022-09-02 20:00:00","MKS ID","MAKASSAR ANCH",9438262,Tanker,"2022-09-08 13:52:16",-5.136915,119.3779
Indonesia,CONCORD,"PASIR GUDANG","2022-09-04 14:00:00","MY PGU","PASIR GUDANG",9274006,Tanker,"2022-09-08 13:45:25",1.433677,103.9001
Indonesia,"GLOBAL TOP",DUMAI,"2022-09-06 10:00:00",DUMAI,"DUMAI ANCH",9112222,Tanker,"2022-09-08 13:52:20",1.713333,101.4433
